strain,stress,strain_rate,temperature
0.00084,0.262540935,50000000,500
0.00085,0.267842154,50000000,500
0.00086,0.24540514,50000000,500
0.00087,0.238860884,50000000,500
0.00088,0.237690429,50000000,500
0.00089,0.226916472,50000000,500
0.0009,0.203802457,50000000,500
0.00091,0.215217138,50000000,500
0.00092,0.237324064,50000000,500
0.00093,0.243531604,50000000,500
0.00094,0.242857291,50000000,500
0.00095,0.247951817,50000000,500
0.00096,0.271937399,50000000,500
0.00097,0.242970296,50000000,500
0.00098,0.277912212,50000000,500
0.00099,0.264198683,50000000,500
0.001,0.260750486,50000000,500
0.00101,0.264668886,50000000,500
0.00102,0.265268491,50000000,500
0.00103,0.258097361,50000000,500
0.00104,0.261192026,50000000,500
0.00105,0.25736365,50000000,500
0.00106,0.250159103,50000000,500
0.00107,0.259769217,50000000,500
0.00108,0.260402824,50000000,500
0.00109,0.278476364,50000000,500
0.0011,0.281914388,50000000,500
0.00111,0.288288338,50000000,500
0.00112,0.271666746,50000000,500
0.00113,0.264589791,50000000,500
0.00114,0.265918441,50000000,500
0.00115,0.26785707,50000000,500
0.00116,0.258759028,50000000,500
0.00117,0.256989782,50000000,500
0.00118,0.26063328,50000000,500
0.00119,0.247260218,50000000,500
0.0012,0.293500992,50000000,500
0.00121,0.27185058,50000000,500
0.00122,0.288048779,50000000,500
0.00123,0.300999519,50000000,500
0.00124,0.272663631,50000000,500
0.00125,0.266090284,50000000,500
0.00126,0.279284939,50000000,500
0.00127,0.282007849,50000000,500
0.00128,0.288238416,50000000,500
0.00129,0.259611011,50000000,500
0.0013,0.275733428,50000000,500
0.00131,0.251781458,50000000,500
0.00132,0.270561733,50000000,500
0.00133,0.257500184,50000000,500
0.00134,0.272800764,50000000,500
0.00135,0.257364176,50000000,500
0.00136,0.275630104,50000000,500
0.00137,0.273602514,50000000,500
0.00138,0.28815383,50000000,500
0.00139,0.274838454,50000000,500
0.0014,0.29492852,50000000,500
0.00141,0.285174971,50000000,500
0.00142,0.274059224,50000000,500
0.00143,0.277169551,50000000,500
0.00144,0.294312512,50000000,500
0.00145,0.278787241,50000000,500
0.00146,0.275793251,50000000,500
0.00147,0.259604287,50000000,500
0.00148,0.258732785,50000000,500
0.00149,0.26030364,50000000,500
0.0015,0.27694295,50000000,500
0.00151,0.293849536,50000000,500
0.00152,0.291042949,50000000,500
0.00153,0.271115173,50000000,500
0.00154,0.279869851,50000000,500
0.00155,0.287350327,50000000,500
0.00156,0.295959635,50000000,500
0.00157,0.308663948,50000000,500
0.00158,0.297101635,50000000,500
0.00159,0.291233903,50000000,500
0.0016,0.290135747,50000000,500
0.00161,0.291019243,50000000,500
0.00162,0.289588981,50000000,500
0.00163,0.283266821,50000000,500
0.00164,0.282554587,50000000,500
0.00165,0.286402352,50000000,500
0.00166,0.278519783,50000000,500
0.00167,0.27317155,50000000,500
0.00168,0.281625597,50000000,500
0.00169,0.285950717,50000000,500
0.0017,0.298653369,50000000,500
0.00171,0.290996698,50000000,500
0.00172,0.288980695,50000000,500
0.00173,0.290935263,50000000,500
0.00174,0.309381186,50000000,500
0.00175,0.302824237,50000000,500
0.00176,0.286499267,50000000,500
0.00177,0.293272525,50000000,500
0.00178,0.292688001,50000000,500
0.00179,0.310277642,50000000,500
0.0018,0.298955035,50000000,500
0.00181,0.297711169,50000000,500
0.00182,0.287022017,50000000,500
0.00183,0.276668681,50000000,500
0.00184,0.287238715,50000000,500
0.00185,0.282267493,50000000,500
0.00186,0.284327157,50000000,500
0.00187,0.282718948,50000000,500
0.00188,0.283477568,50000000,500
0.00189,0.290497202,50000000,500
0.0019,0.302606815,50000000,500
0.00191,0.307110689,50000000,500
0.00192,0.310454035,50000000,500
0.00193,0.325800584,50000000,500
0.00194,0.303557034,50000000,500
0.00195,0.314842973,50000000,500
0.00196,0.31464712,50000000,500
0.00197,0.321933738,50000000,500
0.00198,0.31251606,50000000,500
0.00199,0.313169117,50000000,500
0.002,0.311199801,50000000,500
0.00201,0.330760546,50000000,500
0.00202,0.314953402,50000000,500
0.00203,0.307762153,50000000,500
0.00204,0.279878715,50000000,500
0.00205,0.298196744,50000000,500
0.00206,0.30253135,50000000,500
0.00207,0.296562148,50000000,500
0.00208,0.311716263,50000000,500
0.00209,0.307000511,50000000,500
0.0021,0.310071916,50000000,500
0.00211,0.323467772,50000000,500
0.00212,0.331355192,50000000,500
0.00213,0.324071806,50000000,500
0.00214,0.338983976,50000000,500
0.00215,0.32938024,50000000,500
0.00216,0.337703188,50000000,500
0.00217,0.301734548,50000000,500
0.00218,0.297316457,50000000,500
0.00219,0.318455865,50000000,500
0.0022,0.309810832,50000000,500
0.00221,0.309249451,50000000,500
0.00222,0.309739556,50000000,500
0.00223,0.302388326,50000000,500
0.00224,0.31150222,50000000,500
0.00225,0.302728936,50000000,500
0.00226,0.329864879,50000000,500
0.00227,0.331621891,50000000,500
0.00228,0.320736775,50000000,500
0.00229,0.342685027,50000000,500
0.0023,0.337492885,50000000,500
0.00231,0.335481323,50000000,500
0.00232,0.328331171,50000000,500
0.00233,0.33304206,50000000,500
0.00234,0.328781733,50000000,500
0.00235,0.32691733,50000000,500
0.00236,0.314450446,50000000,500
0.00237,0.305407803,50000000,500
0.00238,0.311839326,50000000,500
0.00239,0.305656493,50000000,500
0.0024,0.303217302,50000000,500
0.00241,0.312367362,50000000,500
0.00242,0.335746335,50000000,500
0.00243,0.335945451,50000000,500
0.00244,0.329960653,50000000,500
0.00245,0.336745451,50000000,500
0.00246,0.334322036,50000000,500
0.00247,0.308249359,50000000,500
0.00248,0.33114806,50000000,500
0.00249,0.31601005,50000000,500
0.0025,0.306231527,50000000,500
0.00251,0.313501362,50000000,500
0.00252,0.332419996,50000000,500
0.00253,0.328355147,50000000,500
0.00254,0.308513345,50000000,500
0.00255,0.306556942,50000000,500
0.00256,0.327417708,50000000,500
0.00257,0.332932386,50000000,500
0.00258,0.345669428,50000000,500
0.00259,0.337015974,50000000,500
0.0026,0.334952407,50000000,500
0.00261,0.33730341,50000000,500
0.00262,0.327679826,50000000,500
0.00263,0.325143219,50000000,500
0.00264,0.337441274,50000000,500
0.00265,0.328576175,50000000,500
0.00266,0.318700689,50000000,500
0.00267,0.318609874,50000000,500
0.00268,0.331079441,50000000,500
0.00269,0.342327043,50000000,500
0.0027,0.323500121,50000000,500
0.00271,0.339673772,50000000,500
0.00272,0.352486937,50000000,500
0.00273,0.352161782,50000000,500
0.00274,0.354651967,50000000,500
0.00275,0.355130134,50000000,500
0.00276,0.356082866,50000000,500
0.00277,0.350674677,50000000,500
0.00278,0.35427589,50000000,500
0.00279,0.357850335,50000000,500
0.0028,0.334397594,50000000,500
0.00281,0.333213869,50000000,500
0.00282,0.333473433,50000000,500
0.00283,0.336636792,50000000,500
0.00284,0.342252277,50000000,500
0.00285,0.337484602,50000000,500
0.00286,0.354288478,50000000,500
0.00287,0.346111409,50000000,500
0.00288,0.361211352,50000000,500
0.00289,0.364456427,50000000,500
0.0029,0.357253081,50000000,500
0.00291,0.373806989,50000000,500
0.00292,0.360771315,50000000,500
0.00293,0.345421234,50000000,500
0.00294,0.345425438,50000000,500
0.00295,0.357547672,50000000,500
0.00296,0.346559798,50000000,500
0.00297,0.333536284,50000000,500
0.00298,0.342117612,50000000,500
0.00299,0.334531848,50000000,500
0.003,0.335765335,50000000,500
0.00301,0.36166827,50000000,500
0.00302,0.357504784,50000000,500
0.00303,0.360176949,50000000,500
0.00304,0.367835918,50000000,500
0.00305,0.371049612,50000000,500
0.00306,0.347358289,50000000,500
0.00307,0.343256511,50000000,500
0.00308,0.352996438,50000000,500
0.00309,0.348538301,50000000,500
0.0031,0.352547533,50000000,500
0.00311,0.340036312,50000000,500
0.00312,0.35496646,50000000,500
0.00313,0.335508368,50000000,500
0.00314,0.363335998,50000000,500
0.00315,0.360444722,50000000,500
0.00316,0.36153893,50000000,500
0.00317,0.362698162,50000000,500
0.00318,0.371778761,50000000,500
0.00319,0.380270552,50000000,500
0.0032,0.384438501,50000000,500
0.00321,0.388186678,50000000,500
0.00322,0.373477229,50000000,500
0.00323,0.354319235,50000000,500
0.00324,0.380924298,50000000,500
0.00325,0.364034746,50000000,500
0.00326,0.355002393,50000000,500
0.00327,0.360689481,50000000,500
0.00328,0.381820618,50000000,500
0.00329,0.360753664,50000000,500
0.0033,0.375447731,50000000,500
0.00331,0.364654766,50000000,500
0.00332,0.374925129,50000000,500
0.00333,0.378662774,50000000,500
0.00334,0.377657472,50000000,500
0.00335,0.364158909,50000000,500
0.00336,0.368139927,50000000,500
0.00337,0.363770737,50000000,500
0.00338,0.359278571,50000000,500
0.00339,0.380355692,50000000,500
0.0034,0.365863465,50000000,500
0.00341,0.388294431,50000000,500
0.00342,0.374683832,50000000,500
0.00343,0.364600693,50000000,500
0.00344,0.351060373,50000000,500
0.00345,0.358805384,50000000,500
0.00346,0.355044732,50000000,500
0.00347,0.35568061,50000000,500
0.00348,0.361237256,50000000,500
0.00349,0.389183296,50000000,500
0.0035,0.377783552,50000000,500
0.00351,0.37111074,50000000,500
0.00352,0.365413577,50000000,500
0.00353,0.358048894,50000000,500
0.00354,0.373399155,50000000,500
0.00355,0.367570208,50000000,500
0.00356,0.375643048,50000000,500
0.00357,0.370912978,50000000,500
0.00358,0.373072942,50000000,500
0.00359,0.383280647,50000000,500
0.0036,0.384996443,50000000,500
0.00361,0.39115952,50000000,500
0.00362,0.396491388,50000000,500
0.00363,0.370028099,50000000,500
0.00364,0.372786135,50000000,500
0.00365,0.3759317,50000000,500
0.00366,0.382880374,50000000,500
0.00367,0.400732758,50000000,500
0.00368,0.384636499,50000000,500
0.00369,0.374464639,50000000,500
0.0037,0.387690138,50000000,500
0.00371,0.383173166,50000000,500
0.00372,0.380172229,50000000,500
0.00373,0.37480895,50000000,500
0.00374,0.37960823,50000000,500
0.00375,0.387862806,50000000,500
0.00376,0.379837819,50000000,500
0.00377,0.402246547,50000000,500
0.00378,0.410545477,50000000,500
0.00379,0.417592885,50000000,500
0.0038,0.395764633,50000000,500
0.00381,0.39530689,50000000,500
0.00382,0.405283149,50000000,500
0.00383,0.376332386,50000000,500
0.00384,0.372051303,50000000,500
0.00385,0.383930237,50000000,500
0.00386,0.38910916,50000000,500
0.00387,0.389702861,50000000,500
0.00388,0.385076706,50000000,500
0.00389,0.382460527,50000000,500
0.0039,0.370797859,50000000,500
0.00391,0.389626737,50000000,500
0.00392,0.388169786,50000000,500
0.00393,0.377377615,50000000,500
0.00394,0.396161111,50000000,500
0.00395,0.405384301,50000000,500
0.00396,0.393237346,50000000,500
0.00397,0.397122288,50000000,500
0.00398,0.408181603,50000000,500
0.00399,0.392288712,50000000,500
0.004,0.384179121,50000000,500
0.00401,0.387354359,50000000,500
0.00402,0.393698558,50000000,500
0.00403,0.373789746,50000000,500
0.00404,0.387669799,50000000,500
0.00405,0.393502144,50000000,500
0.00406,0.40022623,50000000,500
0.00407,0.39562512,50000000,500
0.00408,0.39047347,50000000,500
0.00409,0.378623193,50000000,500
0.0041,0.382301654,50000000,500
0.00411,0.399025221,50000000,500
0.00412,0.403416109,50000000,500
0.00413,0.410833638,50000000,500
0.00414,0.417366871,50000000,500
0.00415,0.418853988,50000000,500
0.00416,0.421091361,50000000,500
0.00417,0.422264591,50000000,500
0.00418,0.423022077,50000000,500
0.00419,0.427262737,50000000,500
0.0042,0.412613993,50000000,500
0.00421,0.410237151,50000000,500
0.00422,0.393911122,50000000,500
0.00423,0.385060007,50000000,500
0.00424,0.38783569,50000000,500
0.00425,0.403410882,50000000,500
0.00426,0.390003188,50000000,500
0.00427,0.381020484,50000000,500
0.00428,0.406007174,50000000,500
0.00429,0.41715646,50000000,500
0.0043,0.417701653,50000000,500
0.00431,0.42188616,50000000,500
0.00432,0.42051061,50000000,500
0.00433,0.419832852,50000000,500
0.00434,0.413576215,50000000,500
0.00435,0.415391588,50000000,500
0.00436,0.411891759,50000000,500
0.00437,0.39289152,50000000,500
0.00438,0.396225197,50000000,500
0.00439,0.403386106,50000000,500
0.0044,0.38453722,50000000,500
0.00441,0.3965665,50000000,500
0.00442,0.384034017,50000000,500
0.00443,0.394204349,50000000,500
0.00444,0.397226524,50000000,500
0.00445,0.385374552,50000000,500
0.00446,0.413666962,50000000,500
0.00447,0.403364757,50000000,500
0.00448,0.407250994,50000000,500
0.00449,0.404150623,50000000,500
0.0045,0.413735413,50000000,500
0.00451,0.41061923,50000000,500
0.00452,0.422996023,50000000,500
0.00453,0.41864404,50000000,500
0.00454,0.406934363,50000000,500
0.00455,0.414362033,50000000,500
0.00456,0.408726359,50000000,500
0.00457,0.424137241,50000000,500
0.00458,0.401777241,50000000,500
0.00459,0.409419302,50000000,500
0.0046,0.403919845,50000000,500
0.00461,0.407825619,50000000,500
0.00462,0.416103197,50000000,500
0.00463,0.420470489,50000000,500
0.00464,0.418342914,50000000,500
0.00465,0.437690732,50000000,500
0.00466,0.428323838,50000000,500
0.00467,0.421471778,50000000,500
0.00468,0.425373048,50000000,500
0.00469,0.42375281,50000000,500
0.0047,0.429148592,50000000,500
0.00471,0.407657106,50000000,500
0.00472,0.402774016,50000000,500
0.00473,0.394424134,50000000,500
0.00474,0.405836819,50000000,500
0.00475,0.398316432,50000000,500
0.00476,0.39972661,50000000,500
0.00477,0.386951878,50000000,500
0.00478,0.408843985,50000000,500
0.00479,0.420695,50000000,500
0.0048,0.421844549,50000000,500
0.00481,0.421375918,50000000,500
0.00482,0.434832569,50000000,500
0.00483,0.438439275,50000000,500
0.00484,0.421455188,50000000,500
0.00485,0.419365172,50000000,500
0.00486,0.4384294,50000000,500
0.00487,0.41695783,50000000,500
0.00488,0.418884932,50000000,500
0.00489,0.412211758,50000000,500
0.0049,0.407056914,50000000,500
0.00491,0.411012979,50000000,500
0.00492,0.411083244,50000000,500
0.00493,0.414624867,50000000,500
0.00494,0.409488363,50000000,500
0.00495,0.408128277,50000000,500
0.00496,0.403896705,50000000,500
0.00497,0.447332039,50000000,500
0.00498,0.44732623,50000000,500
0.00499,0.444556918,50000000,500
0.005,0.438263621,50000000,500
0.00501,0.432380547,50000000,500
0.00502,0.420297193,50000000,500
0.00503,0.416337031,50000000,500
0.00504,0.413887713,50000000,500
0.00505,0.414750747,50000000,500
0.00506,0.423575626,50000000,500
0.00507,0.397773074,50000000,500
0.00508,0.416557469,50000000,500
0.00509,0.418754689,50000000,500
0.0051,0.435017496,50000000,500
0.00511,0.420852031,50000000,500
0.00512,0.411111282,50000000,500
0.00513,0.431724889,50000000,500
0.00514,0.423609048,50000000,500
0.00515,0.420854746,50000000,500
0.00516,0.438273762,50000000,500
0.00517,0.439152322,50000000,500
0.00518,0.429198622,50000000,500
0.00519,0.411832307,50000000,500
0.0052,0.424968282,50000000,500
0.00521,0.435827651,50000000,500
0.00522,0.427965166,50000000,500
0.00523,0.432359886,50000000,500
0.00524,0.442283109,50000000,500
0.00525,0.429116441,50000000,500
0.00526,0.437779736,50000000,500
0.00527,0.456453483,50000000,500
0.00528,0.430483893,50000000,500
0.00529,0.433884712,50000000,500
0.0053,0.427631701,50000000,500
0.00531,0.42044526,50000000,500
0.00532,0.444666506,50000000,500
0.00533,0.434384956,50000000,500
0.00534,0.425307942,50000000,500
0.00535,0.42191431,50000000,500
0.00536,0.42870742,50000000,500
0.00537,0.434180932,50000000,500
0.00538,0.441896051,50000000,500
0.00539,0.449837616,50000000,500
0.0054,0.43758859,50000000,500
0.00541,0.443815837,50000000,500
0.00542,0.44448784,50000000,500
0.00543,0.425753052,50000000,500
0.00544,0.454099692,50000000,500
0.00545,0.458018754,50000000,500
0.00546,0.459261848,50000000,500
0.00547,0.440579026,50000000,500
0.00548,0.4111124,50000000,500
0.00549,0.426941207,50000000,500
0.0055,0.428607707,50000000,500
0.00551,0.422522159,50000000,500
0.00552,0.429070812,50000000,500
0.00553,0.426888801,50000000,500
0.00554,0.445889566,50000000,500
0.00555,0.442526636,50000000,500
0.00556,0.425198302,50000000,500
0.00557,0.417865514,50000000,500
0.00558,0.436180448,50000000,500
0.00559,0.446179531,50000000,500
0.0056,0.448613141,50000000,500
0.00561,0.440308671,50000000,500
0.00562,0.448198431,50000000,500
0.00563,0.451388028,50000000,500
0.00564,0.441102025,50000000,500
0.00565,0.439388286,50000000,500
0.00566,0.437256059,50000000,500
0.00567,0.436544441,50000000,500
0.00568,0.433144185,50000000,500
0.00569,0.451444637,50000000,500
0.0057,0.462213003,50000000,500
0.00571,0.463580637,50000000,500
0.00572,0.451002122,50000000,500
0.00573,0.465638642,50000000,500
0.00574,0.451974968,50000000,500
0.00575,0.471548899,50000000,500
0.00576,0.451668468,50000000,500
0.00577,0.445072541,50000000,500
0.00578,0.45619644,50000000,500
0.00579,0.45815601,50000000,500
0.0058,0.455538834,50000000,500
0.00581,0.445343219,50000000,500
0.00582,0.460466345,50000000,500
0.00583,0.459687857,50000000,500
0.00584,0.443849274,50000000,500
0.00585,0.463821389,50000000,500
0.00586,0.451702638,50000000,500
0.00587,0.482585776,50000000,500
0.00588,0.472516385,50000000,500
0.00589,0.449875601,50000000,500
0.0059,0.429865219,50000000,500
0.00591,0.448770984,50000000,500
0.00592,0.44556855,50000000,500
0.00593,0.450029369,50000000,500
0.00594,0.437982536,50000000,500
0.00595,0.436853804,50000000,500
0.00596,0.455335714,50000000,500
0.00597,0.453608559,50000000,500
0.00598,0.464205279,50000000,500
0.00599,0.458625806,50000000,500
0.006,0.470010779,50000000,500
0.00601,0.458121068,50000000,500
0.00602,0.46211025,50000000,500
0.00603,0.450758497,50000000,500
0.00604,0.464713216,50000000,500
0.00605,0.453077757,50000000,500
0.00606,0.443092415,50000000,500
0.00607,0.462292453,50000000,500
0.00608,0.457199753,50000000,500
0.00609,0.467014794,50000000,500
0.0061,0.460688633,50000000,500
0.00611,0.457322432,50000000,500
0.00612,0.467991378,50000000,500
0.00613,0.469376517,50000000,500
0.00614,0.463483914,50000000,500
0.00615,0.442057986,50000000,500
0.00616,0.462369879,50000000,500
0.00617,0.443629726,50000000,500
0.00618,0.460848755,50000000,500
0.00619,0.475003628,50000000,500
0.0062,0.482448552,50000000,500
0.00621,0.464084661,50000000,500
0.00622,0.460879061,50000000,500
0.00623,0.457772642,50000000,500
0.00624,0.472449378,50000000,500
0.00625,0.478425303,50000000,500
0.00626,0.479997103,50000000,500
0.00627,0.465760782,50000000,500
0.00628,0.486407256,50000000,500
0.00629,0.480935258,50000000,500
0.0063,0.473746973,50000000,500
0.00631,0.468338751,50000000,500
0.00632,0.471078588,50000000,500
0.00633,0.464527129,50000000,500
0.00634,0.465016118,50000000,500
0.00635,0.465657015,50000000,500
0.00636,0.460619844,50000000,500
0.00637,0.451421925,50000000,500
0.00638,0.456592352,50000000,500
0.00639,0.478968818,50000000,500
0.0064,0.483363734,50000000,500
0.00641,0.47773863,50000000,500
0.00642,0.48930828,50000000,500
0.00643,0.47714941,50000000,500
0.00644,0.477612758,50000000,500
0.00645,0.477582196,50000000,500
0.00646,0.463961449,50000000,500
0.00647,0.492270073,50000000,500
0.00648,0.472394695,50000000,500
0.00649,0.470342559,50000000,500
0.0065,0.457871731,50000000,500
0.00651,0.450842419,50000000,500
0.00652,0.466709104,50000000,500
0.00653,0.470788492,50000000,500
0.00654,0.469342917,50000000,500
0.00655,0.467105048,50000000,500
0.00656,0.476750095,50000000,500
0.00657,0.486827682,50000000,500
0.00658,0.473700915,50000000,500
0.00659,0.482839316,50000000,500
0.0066,0.498946865,50000000,500
0.00661,0.480570663,50000000,500
0.00662,0.486960848,50000000,500
0.00663,0.48030823,50000000,500
0.00664,0.496838279,50000000,500
0.00665,0.479512022,50000000,500
0.00666,0.482649075,50000000,500
0.00667,0.483123118,50000000,500
0.00668,0.497604597,50000000,500
0.00669,0.493467266,50000000,500
0.0067,0.491274715,50000000,500
0.00671,0.48828058,50000000,500
0.00672,0.496197091,50000000,500
0.00673,0.504074007,50000000,500
0.00674,0.491693558,50000000,500
0.00675,0.51470938,50000000,500
0.00676,0.501020722,50000000,500
0.00677,0.489522132,50000000,500
0.00678,0.490224672,50000000,500
0.00679,0.496845882,50000000,500
0.0068,0.491784619,50000000,500
0.00681,0.488290383,50000000,500
0.00682,0.473440338,50000000,500
0.00683,0.490100642,50000000,500
0.00684,0.502706719,50000000,500
0.00685,0.476890418,50000000,500
0.00686,0.501010785,50000000,500
0.00687,0.489223814,50000000,500
0.00688,0.493142812,50000000,500
0.00689,0.499856521,50000000,500
0.0069,0.49239666,50000000,500
0.00691,0.493795634,50000000,500
0.00692,0.47894206,50000000,500
0.00693,0.468770845,50000000,500
0.00694,0.471106908,50000000,500
0.00695,0.484282369,50000000,500
0.00696,0.484282748,50000000,500
0.00697,0.489816177,50000000,500
0.00698,0.491049693,50000000,500
0.00699,0.485558553,50000000,500
0.007,0.49219529,50000000,500
0.00701,0.485032067,50000000,500
0.00702,0.486813603,50000000,500
0.00703,0.484802014,50000000,500
0.00704,0.502463719,50000000,500
0.00705,0.511248062,50000000,500
0.00706,0.511796683,50000000,500
0.00707,0.500712698,50000000,500
0.00708,0.477798704,50000000,500
0.00709,0.504743105,50000000,500
0.0071,0.504593405,50000000,500
0.00711,0.505250128,50000000,500
0.00712,0.506533182,50000000,500
0.00713,0.511424653,50000000,500
0.00714,0.51526549,50000000,500
0.00715,0.500065919,50000000,500
0.00716,0.496374235,50000000,500
0.00717,0.496126927,50000000,500
0.00718,0.49431598,50000000,500
0.00719,0.500263947,50000000,500
0.0072,0.490667644,50000000,500
0.00721,0.508818506,50000000,500
0.00722,0.50635097,50000000,500
0.00723,0.495179525,50000000,500
0.00724,0.501837126,50000000,500
0.00725,0.514064514,50000000,500
0.00726,0.515740119,50000000,500
0.00727,0.506270053,50000000,500
0.00728,0.50971563,50000000,500
0.00729,0.515218729,50000000,500
0.0073,0.518350912,50000000,500
0.00731,0.516939953,50000000,500
0.00732,0.515491444,50000000,500
0.00733,0.503654167,50000000,500
0.00734,0.498540487,50000000,500
0.00735,0.489634357,50000000,500
0.00736,0.499925065,50000000,500
0.00737,0.508760977,50000000,500
0.00738,0.506591661,50000000,500
0.00739,0.485236564,50000000,500
0.0074,0.506636722,50000000,500
0.00741,0.507223449,50000000,500
0.00742,0.50515475,50000000,500
0.00743,0.509614467,50000000,500
0.00744,0.507339546,50000000,500
0.00745,0.504071715,50000000,500
0.00746,0.492195572,50000000,500
0.00747,0.516288177,50000000,500
0.00748,0.493660273,50000000,500
0.00749,0.489079383,50000000,500
0.0075,0.48730652,50000000,500
0.00751,0.496591926,50000000,500
0.00752,0.491091528,50000000,500
0.00753,0.495791704,50000000,500
0.00754,0.501209325,50000000,500
0.00755,0.504900836,50000000,500
0.00756,0.510157083,50000000,500
0.00757,0.533077387,50000000,500
0.00758,0.528832625,50000000,500
0.00759,0.532338283,50000000,500
0.0076,0.516630727,50000000,500
0.00761,0.52736026,50000000,500
0.00762,0.50761753,50000000,500
0.00763,0.522504176,50000000,500
0.00764,0.510688369,50000000,500
0.00765,0.505000868,50000000,500
0.00766,0.50066354,50000000,500
0.00767,0.515650426,50000000,500
0.00768,0.524726636,50000000,500
0.00769,0.503784369,50000000,500
0.0077,0.507600844,50000000,500
0.00771,0.532289759,50000000,500
0.00772,0.528046881,50000000,500
0.00773,0.54187604,50000000,500
0.00774,0.521955436,50000000,500
0.00775,0.521227089,50000000,500
0.00776,0.52236365,50000000,500
0.00777,0.536858545,50000000,500
0.00778,0.532394573,50000000,500
0.00779,0.50826825,50000000,500
0.0078,0.518727761,50000000,500
0.00781,0.524323752,50000000,500
0.00782,0.517609226,50000000,500
0.00783,0.527879488,50000000,500
0.00784,0.51505552,50000000,500
0.00785,0.530458854,50000000,500
0.00786,0.538233788,50000000,500
0.00787,0.527547715,50000000,500
0.00788,0.522519514,50000000,500
0.00789,0.522975895,50000000,500
0.0079,0.514094565,50000000,500
0.00791,0.518458685,50000000,500
0.00792,0.519441318,50000000,500
0.00793,0.52364787,50000000,500
0.00794,0.515723586,50000000,500
0.00795,0.52176871,50000000,500
0.00796,0.512125338,50000000,500
0.00797,0.523462968,50000000,500
0.00798,0.518153948,50000000,500
0.00799,0.522523108,50000000,500
0.008,0.544004474,50000000,500
0.00801,0.542191384,50000000,500
0.00802,0.530124622,50000000,500
0.00803,0.525116866,50000000,500
0.00804,0.545127131,50000000,500
0.00805,0.53019762,50000000,500
0.00806,0.536681612,50000000,500
0.00807,0.506414713,50000000,500
0.00808,0.512204748,50000000,500
0.00809,0.528705635,50000000,500
0.0081,0.518884778,50000000,500
0.00811,0.522691667,50000000,500
0.00812,0.518266825,50000000,500
0.00813,0.525211927,50000000,500
0.00814,0.557039238,50000000,500
0.00815,0.562558745,50000000,500
0.00816,0.569065575,50000000,500
0.00817,0.564701083,50000000,500
0.00818,0.564556172,50000000,500
0.00819,0.537734922,50000000,500
0.0082,0.547261899,50000000,500
0.00821,0.541831849,50000000,500
0.00822,0.525436162,50000000,500
